4.5903,43.8160,33.2679
3.9490,44.7881,32.6817
7.7869,54.9508,8.1209
14.9037,55.3322,0.4161
17.2718,34.5641,-7.0377
5.7464,36.7833,26.1555
5.3399,40.8431,24.5453
2.9475,45.8368,21.7752
6.4561,45.9000,17.5992
4.6267,50.3163,11.2940
6.1989,46.8275,8.9571
7.4835,50.2448,5.5745
7.9934,48.1092,4.1515
9.8542,48.4992,2.9244
14.3359,50.7611,3.2067
10.8136,41.2753,2.3496
15.8958,49.2288,0.8017
10.1192,42.5463,-0.7326
19.2560,49.5139,-1.3360
16.7504,46.3708,-2.7618
13.9003,43.5950,-3.7784
11.8236,40.5401,-4.5688
15.4510,36.8806,-4.0879
13.7038,51.5569,-1.6442
12.8605,42.1918,-6.9680
12.4645,50.2524,-4.8190
13.7224,53.0635,-5.7827
18.7671,46.9396,-8.4463
22.1016,49.5856,-6.3671
6.4068,22.2351,40.6667
7.6402,0.4251,48.1885
5.6864,-22.4278,61.0470
6.1383,-33.1520,32.3422
3.3504,40.9173,32.7468
8.0999,16.3501,39.6537
6.0176,-5.1830,50.4819
2.5037,32.2346,32.7985
8.7298,9.1861,41.3298
6.4508,-11.7840,52.9119
1.9752,24.0464,37.7032
9.2636,1.3228,44.0444
3.8520,-20.8517,56.3917
4.7694,14.4326,41.1117
6.0863,-7.8222,47.3910
1.9933,27.7975,30.7853
7.7727,3.5696,41.9145
5.3748,-17.9781,51.1674
2.1521,15.2237,39.2263
7.2777,-7.4623,44.1547
2.9254,27.1410,28.6283
6.8709,1.5898,41.2844
5.4337,-20.4002,49.0010
1.9349,11.2553,38.5319
6.9081,-11.7697,43.3608
2.3230,21.1288,29.8210
8.8755,-4.3263,39.8608
5.4436,25.7863,28.2262
5.9684,-1.9044,40.0468
5.4477,-24.8664,45.9881
4.2244,-1.1897,39.9088
5.4954,-24.0867,44.1622
4.1515,-2.7197,39.3506
5.4497,-26.0741,43.3349
6.0877,-6.5630,38.2072
3.6122,12.5746,30.3574
9.6138,-14.2949,36.1846
2.0784,-2.7223,35.8304
5.2823,-27.8145,39.4501
9.6472,-17.6368,34.4931
4.2264,-10.4865,35.8914
1.7816,-3.6319,31.8698
5.5840,-30.6213,35.8975
6.5963,-28.2090,33.5034
7.9206,-27.3241,31.9118
8.5514,-27.7584,30.7444
7.8565,-30.8153,30.1986
3.5045,-10.7164,27.1746
4.4218,-22.1124,28.8066
9.4684,-29.7929,25.4562
5.0814,-27.2347,25.7815
4.2836,-28.9653,23.6856
7.6806,-36.2357,20.2105
3.9935,-36.0115,13.5259
5.0091,47.0324,45.6670
8.6476,49.1072,64.7916
16.5270,38.3890,70.5051
5.8023,23.6872,74.1177
9.7086,-0.3619,70.0289
10.2933,42.1259,35.5991
7.1754,47.0833,54.2692
13.4740,46.8764,71.8683
6.4402,43.4692,40.6154
9.9553,47.9265,58.4476
17.3385,41.7054,70.9487
6.2434,43.1066,47.9324
11.4973,45.9280,64.4326
6.2654,38.5629,36.8219
11.6410,46.0520,52.3883
12.7412,42.9549,71.7224
6.2698,40.0648,45.4151
12.8441,44.6741,60.1008
4.1154,35.2383,36.2903
13.9416,44.1768,49.5086
11.5006,41.3398,69.8221
8.8777,38.0339,44.2931
12.7589,42.3959,59.7482
3.1292,33.3310,39.6447
15.2264,42.1085,50.7018
8.9452,41.1699,72.3328
14.5943,38.5785,42.6786
9.4962,41.5754,63.2514
9.1173,33.3908,41.8865
11.0793,39.9547,56.1277
3.2134,29.4065,41.8131
13.5670,38.1347,50.1878
4.9706,40.3708,72.9492
15.5472,35.9006,44.7578
4.0833,42.2049,66.2290
15.8926,33.3151,40.4618
3.6950,40.5118,61.3941
14.8515,30.8150,37.9956
3.5122,38.5891,58.0522
13.7301,28.6413,37.1984
3.3104,36.7226,56.1206
13.3386,26.9783,37.0856
3.2204,34.8512,55.6858
